点赞数,评论数,转发数,发布时间,微博内容
6,0,6,2024-1-31 18:50,【中企承建坦桑尼亚政府办公楼项目举行交工仪式】由中铁建工集团东非有限公司承建的坦桑尼亚多多马水利部办公楼项目近日在坦桑尼亚首都多多马举行了交工仪式，标志着该办公楼正式交付业主并投入使用。（新华网） 中企承建坦桑尼亚政府办公楼项目举行交工仪式 
3,0,6,2024-1-30 15:30,【2023年我对“一带一路”共建国家投资合作情况】2023年，我国企业在“一带一路”共建国家非金融类直接投资2240.9亿元人民币，比上年（下同）增长28.4%（以美元计为318亿美元，增长22.6%）。对外承包工程方面，我国企业在“一带一路”共建国家新签承包工程合同额16007.3亿元人民币，增长10.7%（以美元计为2271.6亿美元，增长5.7%）；完成营业额9305.2亿元人民币，增长9.8%（以美元计为1320.5亿美元，增长4.8%）。（商务部网站）
3,0,5,2024-1-29 16:31,【中国和泰国签署互免持普通护照人员签证协定】据外交部“领事直通车”微信公众号消息，1月28日，中华人民共和国政府和泰王国政府代表在泰国曼谷签署《中华人民共和国政府与泰王国政府关于互免持普通护照人员签证协定》。协定将于2024年3月1日正式生效。届时，中方持公务普通护照、普通护照人员和泰方持普通护照人员，可免签入境对方国家单次停留不超过30日（每180日累计停留不超过90日）。入境对方国家从事工作、学习、新闻报道、定居等须事先批准的活动以及拟在对方国家停留超过30日的，须在入境对方国家前办妥相应签证。（新华社）
2,0,4,2024-1-26 21:15,【中国和新加坡签署互免持普通护照人员签证协定】中华人民共和国政府和新加坡共和国政府代表1月25日在北京签署《中华人民共和国政府与新加坡共和国政府关于互免持普通护照人员签证协定》。协定将于2024年2月9日正式生效。届时，双方持普通护照人员可免签入境对方国家停留不超过30日。（新华社） 
6,0,8,2024-1-25 18:43,【#雅万高铁# 开通百天 累计发送旅客145万人次】1月24日，印度尼西亚雅万高铁开通运营已满100天，累计发送旅客145万人次，单日上座率最高达99.6%，客流持续保持高位态势。中印尼运维联合体根据当地公共假期和客流状况，及时调整优化列车运行图，增开动车组列车。同时，中印尼运维联合体积极推广互联网售票服务，不断提高线下窗口购票效率。（新华社）
4,0,1,2024-1-24 21:51,#中国和瑙鲁恢复外交关系# #中国瑙鲁复交# 【“一带一路”给太平洋岛国带来发展机遇】瑙鲁政府新闻办公室主任乔安娜·奥尔森日前在瑙鲁行政管理中心亚伦接受新华社记者专访时表示，“一带一路”倡议给太平洋岛国带来的发展机遇令人称道，期待瑙鲁和中国今后开展包括新闻合作在内的更多务实合作。（新华社）
4,0,2,2024-1-23 16:30,【第七届进博会推介会在马来西亚吉隆坡举办】第七届中国国际进口博览会推介会1月22日在马来西亚首都吉隆坡举办，超过200家中马企业和机构参加活动。马来西亚已连续六年参加进博会，并在第二届进博会上担任主宾国。推介会上，马来西亚中华总商会签约预定了第七届进博会500平方米展位，较第六届的参展面积进一步扩大。（新华社）
2,0,3,2024-1-22 16:50,【第七届中国图片大赛典藏作品展在北京国博开幕】1月20日，“共建‘一带一路’共创美好未来：2013-2023”第七届中国图片大赛典藏作品展在北京中国国家博物馆开幕。本次展览旨在以影像讲述跨越山海的丝路情缘，反映共建“一带一路”取得的各类成就。（新华社） 
6,0,4,2024-1-19 21:52,【中企承建项目助力瑙鲁经济发展】在瑙鲁岛西南部，一座现代化码头已初具规模。由中资企业承建的艾沃港码头升级改造项目，不仅为当地人带来先进技术和就业机会，还使这个太平洋岛国扩大了同外部世界的连通，推动当地经济发展。（新华社） 中企承建项目助力瑙鲁经济发展 
4,0,6,2024-1-18 19:55,【新疆通行中欧班列超7万列】阿拉山口、霍尔果斯口岸距中西亚、欧洲等国家和地区的中心城市运距短、运输线路成熟，是中国向西开放的重要通道。截至目前，双口岸通行的中欧班列数量已超7万列。（新华社） 新疆通行中欧班列超7万列 
4,0,5,2024-1-17 17:51,【第七届进博会推介会在越南河内举办】第七届中国国际进口博览会推介会1月16日在越南首都河内举办，100余家越南企业和机构参加活动。据介绍，越南已连续六年参展进博会，并在首届和第六届进博会担任国家展主宾国。每届进博会上，越南展台均吸引上万名中外企业代表参观洽谈。（新华社）
7,0,3,2024-1-16 19:31,【中企投建营机场助力柬埔寨旅游业复苏】中国企业投资建设运营的柬埔寨暹粒吴哥国际机场去年投入运营后，暹粒老市场纪念品摊贩、导游以及当地嘟嘟车司机的业绩都有所改善。（新华社） 中国一带一路网的微博视频 
12,0,2,2024-1-15 20:08,【中企承建的埃及新行政首都办公楼项目启动验收】中企承建的埃及新行政首都中央商务区项目首批三栋办公楼1月14日正式启动验收，标志着该项目办公楼各标段分批次进入验收阶段。（新华社） 中企承建的埃及新行政首都办公楼项目启动验收 
4,0,4,2024-1-12 17:12,【世界经济论坛总裁博尔格·布伦德：中国的发展对世界至关重要】世界经济论坛总裁博尔格·布伦德日前在瑞士日内瓦接受新华社记者专访时表示，中国的发展对世界至关重要。（新华社） 中国一带一路网的微博视频 
4,0,6,2024-1-11 16:15,【外交部：继续与各方一道全面高质量实施RCEP】今年1月1日是《区域全面经济伙伴关系协定》（RCEP）生效实施两周年。外交部发言人毛宁1月10日在例行记者会上表示，中方愿继续与各方一道，全面高质量实施RCEP，让这一全球最大自贸区释放更多红利。（新华社） 中国一带一路网的微博视频 
14,0,3,2024-1-10 20:06,【我国最北省份冰雪旅游吸引外国游客】近期，随着黑龙江省冰雪旅游热度持续升温，不少国内外游客赶来体验冰雪乐趣。近日，从黑龙江省黑河市入境的俄罗斯模特团队，已抵达哈尔滨开启冰雪文化深度游。（新华社） 中国一带一路网的微博视频 
3,0,7,2024-1-9 14:56,【各国专家热议中国外贸外资发展形势】中央经济工作会议明确提出，要加快培育外贸新动能，巩固外贸外资基本盘，拓展中间品贸易、服务贸易、数字贸易、跨境电商出口。近期，国际市场不断涌现看好中国经济发展的积极信号，海外人士对中国市场前景充满信心。（新华社） 中国一带一路网的微博视频 
3,0,4,2024-1-8 17:40,【中国经济圆桌会｜投资中国就是投资未来】商务部外国投资管理司司长朱冰在1月8日推出的中国经济圆桌会大型全媒体访谈节目中表示，中国开放之门越开越大，投资中国就是投资未来。商务部国际贸易经济合作研究院副院长张威说，希望能更好地发挥高水平开放的带动作用，助力中国经济的巨轮乘风破浪、扬帆远航。中国（上海）自由贸易试验区管理委员会保税区管理局副局长赵宇刚提了三个“信”：信心、信任和信念。（新华社）
6,0,3,2024-1-5 15:10,【中国人在海外：我的新年关键词】他们是医生、教师、工程师、公司职员……他们是长期在海外工作的中国人。在过去的一年，他们救死扶伤、促进文化交流、助力基础设施建设、积极拓展海外市场……他们对2024年有何期待？他们2024年的关键词又会是什么？（新华社） 中国一带一路网的微博视频 
7,0,8,2024-1-4 21:41,【RCEP生效两周年 中国东盟产业链合作日趋紧密】自RCEP生效以来，在政策红利推动下，中国与东盟产业合作不断深化，助力区域经济发展。海关总署数据显示，2023年前11个月，中国与东盟贸易总值为5.8万亿元，同比增长0.1%，东盟依旧是中国第一大贸易伙伴。中国和东盟产业链互补性越来越强，为区域内的企业带来巨大的市场机遇。（新华社）
6,0,12,2024-1-3 18:11,【外交部发言人：#金砖合作#拥有光明前景】从今年1月1日起，沙特、埃及、阿联酋、伊朗、埃塞俄比亚成为金砖国家正式成员，金砖成员国数量从5个增加到10个。对此，外交部发言人汪文斌表示，这充分说明金砖合作拥有光明前景。（新华社） 外交部发言人：金砖合作拥有光明前景 
5,0,7,2024-1-2 15:46,【江苏连云港开出新年第一趟#中欧班列# 】1月1日，满载汽车配件、家用电器、机械设备等货物的X9014次连云港中欧班列从中哈（连云港）物流合作基地出发，将由霍尔果斯出境驶往中亚。这是新亚欧大陆桥东端起点连云港2024年开行的第一趟中欧班列。2023年连云港中欧班列累计完成班列到发806列，同比增长10.7%。（新华社）
7,0,6,2023-12-29 15:37,【带你打开“一带一路”上的四座大桥】今年是共建“一带一路”倡议提出十周年。十年来，一条条“幸福路”、一座座“连心桥”、一个个“繁荣港”在“一带一路”共建国家铺展，为共建国家实现互联互通、经济发展、民生改善发挥了有力作用。点击视频，带你打开“一带一路”上的四座大桥。（新华社）
5,0,2,2023-12-28 15:38,【#“一带一路” 世界合奏——重走海上丝绸之路丨海外探量#】共建“一带一路”倡议提出十年来，中方与多个国家的地质调查机构建立了合作关系，推动地学合作研究走向更广阔的领域。（新华社） 中国一带一路网的微博视频 
6,0,6,2023-12-27 15:56,【#“一带一路” 世界合奏——重走海上丝绸之路#丨共创新城】科伦坡港口城投资项目是中国和斯里兰卡两国共建“一带一路”的合作典范之一，为当地人民带来了实实在在的好处。（新华社） 中国一带一路网的微博视频 
7,0,7,2023-12-26 15:36,【#雅万高铁#累计发送旅客突破100万人次】中国铁路国际有限公司12月25日表示，截至12月24日，中印尼共建“一带一路”合作旗舰项目雅万高铁累计发送旅客突破100万人次。雅万高铁于10月17日正式开通运营。两个多月来，中印尼铁路部门携手合作，为沿线民众提供安全便捷舒适的出行体验，客流保持高位增长态势。（新华社）
